FLAG VALUES
ZKP verified: true

Commitment for voter: 0x3fe7a7fdc4756fc4e902f3697a60a93577e1712e
Get voter (Registered keys, reconstructed keys, commitment): {"0":["90843008615855355202880538072250318758900516656849709389751474442810779927403","10770885117923967521663221864224060106462145042093715905954763506524208561339"],"1":["35907291363669745223579234564090980164311337325761589174789438842034654198043","31325890878475069069047793632930013598476335666745122389231085353370529503118"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["90843008615855355202880538072250318758900516656849709389751474442810779927403","10770885117923967521663221864224060106462145042093715905954763506524208561339"],"_reconstructedkey":["35907291363669745223579234564090980164311337325761589174789438842034654198043","31325890878475069069047793632930013598476335666745122389231085353370529503118"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xf9f8fd722076fa4ef632e3e6d392269bc45b9c55
Get voter (Registered keys, reconstructed keys, commitment): {"0":["30879747300136961635529697570373313214618961574614114147775131829457593457637","112830823967821061651638551936722299958342606180459637267154416134604906574535"],"1":["8851290592111324675090428744384178115562858862006914272987403524029379058060","78633390515574966037595875858497754535952777844330374423464126021956085204189"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["30879747300136961635529697570373313214618961574614114147775131829457593457637","112830823967821061651638551936722299958342606180459637267154416134604906574535"],"_reconstructedkey":["8851290592111324675090428744384178115562858862006914272987403524029379058060","78633390515574966037595875858497754535952777844330374423464126021956085204189"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xae599bfef6d2624aa788da3487a55fda0147f267
Get voter (Registered keys, reconstructed keys, commitment): {"0":["83748014997399950865133108057322054974098899680970367096305630821541093372536","7035465433186237935193689645657827899054798944138284203106579902630445506979"],"1":["95742339301628883207740649348101902275462708448085376266781720009050181843061","101392788218195757361880948660727623741786753934855038278145734003914995894797"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["83748014997399950865133108057322054974098899680970367096305630821541093372536","7035465433186237935193689645657827899054798944138284203106579902630445506979"],"_reconstructedkey":["95742339301628883207740649348101902275462708448085376266781720009050181843061","101392788218195757361880948660727623741786753934855038278145734003914995894797"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xcda97b81a6c7c6ae0077b50b5d68bb3a4a460a96
Get voter (Registered keys, reconstructed keys, commitment): {"0":["97693399785677789179472162620215294375463663187723897997153064817552741172832","29498086705962695233590965296515889593973353551294635119580159250568990881975"],"1":["51747849007040664746470155803721126836414521188194092704547338407353219254029","61767610824189307414221837109369797786327697919334959083846427479608377012779"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["97693399785677789179472162620215294375463663187723897997153064817552741172832","29498086705962695233590965296515889593973353551294635119580159250568990881975"],"_reconstructedkey":["51747849007040664746470155803721126836414521188194092704547338407353219254029","61767610824189307414221837109369797786327697919334959083846427479608377012779"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x99c8330424732d62ac450d92d34021205c9e175a
Get voter (Registered keys, reconstructed keys, commitment): {"0":["93837230332008948162518423739781160686416577770498517751600064928915478160217","106529228860294455382613913705029644986407363825625915475902520244123514441296"],"1":["80574171721900949296227272604484051203208503047269665856481035341812866453264","110596429530178931031395450355909096307945278778603852300837347266875337247268"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["93837230332008948162518423739781160686416577770498517751600064928915478160217","106529228860294455382613913705029644986407363825625915475902520244123514441296"],"_reconstructedkey":["80574171721900949296227272604484051203208503047269665856481035341812866453264","110596429530178931031395450355909096307945278778603852300837347266875337247268"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x484fb22c3f80a421fd239f7c42b26ec844618b07
Get voter (Registered keys, reconstructed keys, commitment): {"0":["39290641694491246045656296930393470624523816465558981432588932288745354465527","68491373609420968554744919096499698205573530162840138988591989980815351061223"],"1":["105142106366065989528969862774981414991436037710737810338967974639746966779239","64113726340557546115246737990775627289960589578025618169884734525955814551850"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["39290641694491246045656296930393470624523816465558981432588932288745354465527","68491373609420968554744919096499698205573530162840138988591989980815351061223"],"_reconstructedkey":["105142106366065989528969862774981414991436037710737810338967974639746966779239","64113726340557546115246737990775627289960589578025618169884734525955814551850"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xa90695d6026a5827d69ce9d8ed5aa66c8bf4c352
Get voter (Registered keys, reconstructed keys, commitment): {"0":["13945092129758301459891918625943000009581621528897557373236046465314238336541","38392450355255664935434414372622035995771379315481966817260477129719349798321"],"1":["114405337166205228633749732454417013978562460323056822270851657387436488656642","102526253216029496577313621120435477180629171751782167706489042373664213138905"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["13945092129758301459891918625943000009581621528897557373236046465314238336541","38392450355255664935434414372622035995771379315481966817260477129719349798321"],"_reconstructedkey":["114405337166205228633749732454417013978562460323056822270851657387436488656642","102526253216029496577313621120435477180629171751782167706489042373664213138905"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xe8069e5cec110992a861bec4812bf84db6ac6827
Get voter (Registered keys, reconstructed keys, commitment): {"0":["72131237718393085233951613345171610637247467256176345206079350477511122050340","27145203943695029405439461075294213576659037696743784146599919970044607902522"],"1":["65366340463682380092562015785776398366603327031477079328016748183698162179992","108476405944059490476687490509302705031631277786212813517347426740306815702805"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["72131237718393085233951613345171610637247467256176345206079350477511122050340","27145203943695029405439461075294213576659037696743784146599919970044607902522"],"_reconstructedkey":["65366340463682380092562015785776398366603327031477079328016748183698162179992","108476405944059490476687490509302705031631277786212813517347426740306815702805"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x04f748373f8ececc6523060fb345fea4912c531d
Get voter (Registered keys, reconstructed keys, commitment): {"0":["114374422013214823190249028729954971755037821936353830889178002840049586909191","87302714865759167426368131343592049750649397645267924785800449505976517668664"],"1":["67218053895013858108751789932731867453081630921020143401289569251270656223221","70510983866871910298970422796476438967672135649626685952460342066955305781331"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["114374422013214823190249028729954971755037821936353830889178002840049586909191","87302714865759167426368131343592049750649397645267924785800449505976517668664"],"_reconstructedkey":["67218053895013858108751789932731867453081630921020143401289569251270656223221","70510983866871910298970422796476438967672135649626685952460342066955305781331"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x8fc395659120f2be327de26c2ad92b072661fa48
Get voter (Registered keys, reconstructed keys, commitment): {"0":["8507106406677900886591557268517566866865423053725330279121825473400248935919","93749587022231843955417275253120591002671236736393839649702883877426275562794"],"1":["16448267871443666729735913440810076251509025704015530323322280424331600518999","105744775906861312056833737054383050023794897509611089466928308430755196260316"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["8507106406677900886591557268517566866865423053725330279121825473400248935919","93749587022231843955417275253120591002671236736393839649702883877426275562794"],"_reconstructedkey":["16448267871443666729735913440810076251509025704015530323322280424331600518999","105744775906861312056833737054383050023794897509611089466928308430755196260316"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x560350f410eb874e857f86382033e67db5170f3b
Get voter (Registered keys, reconstructed keys, commitment): {"0":["2339546349590271151030299542677464549692605893017685358808430768269044366762","93299040454667318954222440934815463589301079862843168635549249076570056309688"],"1":["83786187643609201811307951927884998620895030656978069825906804055823889973558","98716494231064814955774843936544530605361552105199424889754315096293901207544"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["2339546349590271151030299542677464549692605893017685358808430768269044366762","93299040454667318954222440934815463589301079862843168635549249076570056309688"],"_reconstructedkey":["83786187643609201811307951927884998620895030656978069825906804055823889973558","98716494231064814955774843936544530605361552105199424889754315096293901207544"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x8685e80aeab198d6bf23a272b45bd1957d807566
Get voter (Registered keys, reconstructed keys, commitment): {"0":["102896993073815206917070033918229380901519372526225110148800515678552517111922","13912558669182991601749880308549175111636896034852542838404473349129744214127"],"1":["56267088771154706790121503935193368740011384025987998692135796357822719761914","18795466051209310969220160478186586262673691079039688874274541747073081442278"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["102896993073815206917070033918229380901519372526225110148800515678552517111922","13912558669182991601749880308549175111636896034852542838404473349129744214127"],"_reconstructedkey":["56267088771154706790121503935193368740011384025987998692135796357822719761914","18795466051209310969220160478186586262673691079039688874274541747073081442278"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x6870f516e831f2d892b11ca1efeb346e9ac778fc
Get voter (Registered keys, reconstructed keys, commitment): {"0":["51512671843056689859589577292495639723016159789735284683569980633204006604189","85953600590159018266356573641674789260699128121507527881892859844515663903584"],"1":["57887059314291013911767082382153984605945903858612687619996097060530049717537","31307730576251406672425130779887444471221757470706564128611707077038527349339"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["51512671843056689859589577292495639723016159789735284683569980633204006604189","85953600590159018266356573641674789260699128121507527881892859844515663903584"],"_reconstructedkey":["57887059314291013911767082382153984605945903858612687619996097060530049717537","31307730576251406672425130779887444471221757470706564128611707077038527349339"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x1e277146cbc538ff894cd25b243b7a4df0a784c5
Get voter (Registered keys, reconstructed keys, commitment): {"0":["15193318334016446341287612488560899094666730537645270517166440275180234757017","98542799720954003511178304138225724300626416227023115661307101076202017562146"],"1":["98516044954838614800589847312863955929191635479468346179474644724237150531633","45822266654254627630149821288097276071732751214777300622802786778305343802078"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["15193318334016446341287612488560899094666730537645270517166440275180234757017","98542799720954003511178304138225724300626416227023115661307101076202017562146"],"_reconstructedkey":["98516044954838614800589847312863955929191635479468346179474644724237150531633","45822266654254627630149821288097276071732751214777300622802786778305343802078"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xcbc3c4b02fdbcf7e4e60375d8c544693cbf47462
Get voter (Registered keys, reconstructed keys, commitment): {"0":["6476381291120503712912789929386296443633657127871540874412407278420459059449","97723402635098925854852794382531807107665406159268063927250233806690687387571"],"1":["9717176484962356457644608513073358992478642852943229551683472984570585267301","7526451571768680849325154788969432534776142387839562474545284919454449656315"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["6476381291120503712912789929386296443633657127871540874412407278420459059449","97723402635098925854852794382531807107665406159268063927250233806690687387571"],"_reconstructedkey":["9717176484962356457644608513073358992478642852943229551683472984570585267301","7526451571768680849325154788969432534776142387839562474545284919454449656315"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x844980cb2a7ce88604c6bb1c878ef1af5e0345bd
Get voter (Registered keys, reconstructed keys, commitment): {"0":["20639842055398590703301128453791765648681064153622697359106384552693004540053","60172803698215400512774293402241147817938633378026148649393400665261538031279"],"1":["35440305077089215506288937073260970244419454040710148698554720998487491398241","114245140857233432900054940786371435629824554141660738347876033878367998734979"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["20639842055398590703301128453791765648681064153622697359106384552693004540053","60172803698215400512774293402241147817938633378026148649393400665261538031279"],"_reconstructedkey":["35440305077089215506288937073260970244419454040710148698554720998487491398241","114245140857233432900054940786371435629824554141660738347876033878367998734979"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x278c62859f5afb578b93d4d69cecb58ba779405b
Get voter (Registered keys, reconstructed keys, commitment): {"0":["47742203002184570877960348327298501553208454968686197684812116702492538348508","89690052272361914146589348210690178292543763387296286914176209159358905874445"],"1":["569742231908899223582382819031456263456014636450952687320409991434336221364","53475322284366041004323230270002202784343830237510448862683190828730443642901"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["47742203002184570877960348327298501553208454968686197684812116702492538348508","89690052272361914146589348210690178292543763387296286914176209159358905874445"],"_reconstructedkey":["569742231908899223582382819031456263456014636450952687320409991434336221364","53475322284366041004323230270002202784343830237510448862683190828730443642901"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x1579c3dbf6746f943d6c13f69b615d4410719d33
Get voter (Registered keys, reconstructed keys, commitment): {"0":["42667824077200896122033690494389059237330149251281660431314995294245126902343","14668146830177469743731351751736151449217632326264432208713091669615037149298"],"1":["60554037211733612179567469678617922833523157694447648050615604982031661759361","60711064909715137609847401571488721043683374658717764447805891130994238916961"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["42667824077200896122033690494389059237330149251281660431314995294245126902343","14668146830177469743731351751736151449217632326264432208713091669615037149298"],"_reconstructedkey":["60554037211733612179567469678617922833523157694447648050615604982031661759361","60711064909715137609847401571488721043683374658717764447805891130994238916961"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x63dbd5c4ec203cd20848f14b20700208670e1175
Get voter (Registered keys, reconstructed keys, commitment): {"0":["2595136286863920526290854001493533557060241635244467926868766087457445642853","83156791014909101292007772581213101301943605743499993064127333138869277469657"],"1":["18192270393088458784393913789150721052250900224149491348907179555508455692102","56973037204430710578954827296116726631984063671848472150534195172086543963146"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["2595136286863920526290854001493533557060241635244467926868766087457445642853","83156791014909101292007772581213101301943605743499993064127333138869277469657"],"_reconstructedkey":["18192270393088458784393913789150721052250900224149491348907179555508455692102","56973037204430710578954827296116726631984063671848472150534195172086543963146"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x8c8de1732e678cd333ec5bd895dff7a3f57a47ac
Get voter (Registered keys, reconstructed keys, commitment): {"0":["2870828963345148094053053786560028132120987377933134542576787965006400254370","53995707364570542947426738216812217519847512339618540929303512122473512726800"],"1":["73249288546170875365110143105153723140614561107752450217551615471518416932548","109902510414917138465887770111386172654355478020353150463027423520159401194985"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["2870828963345148094053053786560028132120987377933134542576787965006400254370","53995707364570542947426738216812217519847512339618540929303512122473512726800"],"_reconstructedkey":["73249288546170875365110143105153723140614561107752450217551615471518416932548","109902510414917138465887770111386172654355478020353150463027423520159401194985"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xaabd5768522e632ee2804e06098a1abd279e93d6
Get voter (Registered keys, reconstructed keys, commitment): {"0":["6933637171593448312107442166063021114212365236235340776757633174152317892421","97796466120928767937160586533907062440192800922810200427853011026517472701193"],"1":["75393952781450775754383911499849698510091114432444754819240892409764756260166","36077032603049203257906337761326103388311730760678188284226965081582070235596"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["6933637171593448312107442166063021114212365236235340776757633174152317892421","97796466120928767937160586533907062440192800922810200427853011026517472701193"],"_reconstructedkey":["75393952781450775754383911499849698510091114432444754819240892409764756260166","36077032603049203257906337761326103388311730760678188284226965081582070235596"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x31dfc0e9d39e1b710d42b07d05294cf977007d50
Get voter (Registered keys, reconstructed keys, commitment): {"0":["33284913577327928039172733784734537697700150125171172491707334557612954206657","10065738448557720912915477187640948206132118028612602885921472011664743300122"],"1":["1181281560305443720557337635450760799753697501544038183308824668187455735463","73899937675429784324747928924607359283793048749605287803110691681931378516080"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["33284913577327928039172733784734537697700150125171172491707334557612954206657","10065738448557720912915477187640948206132118028612602885921472011664743300122"],"_reconstructedkey":["1181281560305443720557337635450760799753697501544038183308824668187455735463","73899937675429784324747928924607359283793048749605287803110691681931378516080"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x751e7d82b4c288acc101f11709f5411ab9480459
Get voter (Registered keys, reconstructed keys, commitment): {"0":["42277272136653933320005035259168009624622494444833078713684607898050430160775","14677389625079044716293045325964720871108683652019308423245208879767804175665"],"1":["63225798781489040868818094084242538026747804861643520006219518988259324473795","39523275925318585871810091957578819492923961833480480526161720848977892919819"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["42277272136653933320005035259168009624622494444833078713684607898050430160775","14677389625079044716293045325964720871108683652019308423245208879767804175665"],"_reconstructedkey":["63225798781489040868818094084242538026747804861643520006219518988259324473795","39523275925318585871810091957578819492923961833480480526161720848977892919819"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x4edbd6835f2d767dc7037c262f62bbb9ee3ba09e
Get voter (Registered keys, reconstructed keys, commitment): {"0":["39050739634208530045778877456811411801022728037496213049802949346138384767038","48315271091556561799585765173717870263484360993672194581024281375988618264995"],"1":["35729103053694944020398062414017843023020192888363106670657031801023115408916","71471163487889627222809918546313031878660915381516396997193788784023843930005"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["39050739634208530045778877456811411801022728037496213049802949346138384767038","48315271091556561799585765173717870263484360993672194581024281375988618264995"],"_reconstructedkey":["35729103053694944020398062414017843023020192888363106670657031801023115408916","71471163487889627222809918546313031878660915381516396997193788784023843930005"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xe09add955d1580f2083634bb7d8439dee18fc938
Get voter (Registered keys, reconstructed keys, commitment): {"0":["30349240655484130587244615717886750376557516130414656170341244718498510666349","17775286364561929549877384393006096390909516565169306480676437623754728099865"],"1":["57581412921123018899481832401262872460819129555553717022823954968971812163728","8405310964935735355707139308526511629860434535864979857413351690209573260230"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["30349240655484130587244615717886750376557516130414656170341244718498510666349","17775286364561929549877384393006096390909516565169306480676437623754728099865"],"_reconstructedkey":["57581412921123018899481832401262872460819129555553717022823954968971812163728","8405310964935735355707139308526511629860434535864979857413351690209573260230"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x2e452105322f1b894ba6858288e2d6ec5d5fe8e7
Get voter (Registered keys, reconstructed keys, commitment): {"0":["95545677605875240987730352515562897238282231351639847899092330369232692988733","36670594086761538081449405723402111712862777003536929552216470598841616935218"],"1":["91255545692317704989113508810206527642832015978238375261085931823512892345211","21598128935209217337172461191588316339841414942809892842595646727726562436260"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["95545677605875240987730352515562897238282231351639847899092330369232692988733","36670594086761538081449405723402111712862777003536929552216470598841616935218"],"_reconstructedkey":["91255545692317704989113508810206527642832015978238375261085931823512892345211","21598128935209217337172461191588316339841414942809892842595646727726562436260"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x213246098603ef37177456dc4511926f3a253529
Get voter (Registered keys, reconstructed keys, commitment): {"0":["95459699515759519852107855999377343927073397574128327403749785733970550220326","80227114805600522481851030359477923404096161052762413207891055187439258032536"],"1":["41428386311589645733332327324255943340727631111647569201679307275133018914069","32475685264951530105812809279382398937514762659304465946652601341033229192344"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["95459699515759519852107855999377343927073397574128327403749785733970550220326","80227114805600522481851030359477923404096161052762413207891055187439258032536"],"_reconstructedkey":["41428386311589645733332327324255943340727631111647569201679307275133018914069","32475685264951530105812809279382398937514762659304465946652601341033229192344"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xa6897b9283ec3f428dce5b14657f43215ca95920
Get voter (Registered keys, reconstructed keys, commitment): {"0":["102470642173124456277640610787703291991651190294438081491501192702445256558094","101452562045562829698389224410898153305285660526506643802347298231733434420249"],"1":["59476480840868205904877785600360224397021593149329548144265718020400074723291","38439972050773552341222643780210791723391091597929484810317776308385381649349"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["102470642173124456277640610787703291991651190294438081491501192702445256558094","101452562045562829698389224410898153305285660526506643802347298231733434420249"],"_reconstructedkey":["59476480840868205904877785600360224397021593149329548144265718020400074723291","38439972050773552341222643780210791723391091597929484810317776308385381649349"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xef7cecc7db95db6cecb8dc40e84572161e47f088
Get voter (Registered keys, reconstructed keys, commitment): {"0":["69701884918913852021326546984458156077615243676116536054167185223994998019417","102887897882663414384425834599528642194252235933117256679689414078532363060242"],"1":["79562320892426995978047056421058861016254597750768584564496279892266858007350","96395702959922082535056067898684193488643285299317747465079183761119018138730"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["69701884918913852021326546984458156077615243676116536054167185223994998019417","102887897882663414384425834599528642194252235933117256679689414078532363060242"],"_reconstructedkey":["79562320892426995978047056421058861016254597750768584564496279892266858007350","96395702959922082535056067898684193488643285299317747465079183761119018138730"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xaa7d4a6db1ad8a99215f6ad4a035f130b611d023
Get voter (Registered keys, reconstructed keys, commitment): {"0":["60064779488406179409194965225567666582021128901102529979001088367991813981801","87638703110127532484077546315723809143887710439265394007966835258914560747842"],"1":["94834073420849749514099307077061513320486526701211920372078532483602400063720","113541921656722341068839480120011756520447215950113309565580775207240490295277"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["60064779488406179409194965225567666582021128901102529979001088367991813981801","87638703110127532484077546315723809143887710439265394007966835258914560747842"],"_reconstructedkey":["94834073420849749514099307077061513320486526701211920372078532483602400063720","113541921656722341068839480120011756520447215950113309565580775207240490295277"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x33405196559aaae09f4ecebbe5d424404092eb2c
Get voter (Registered keys, reconstructed keys, commitment): {"0":["81798174659201548947378294508363459051845969455925047494604851804427742729015","6355551948025091108913543377776503745733815144003142450041530790443957932590"],"1":["27920668416002159412517330453783640921695072632014668749094535127780370840355","97238634176602419460499491410713703290897984249787741521679617689473934125740"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["81798174659201548947378294508363459051845969455925047494604851804427742729015","6355551948025091108913543377776503745733815144003142450041530790443957932590"],"_reconstructedkey":["27920668416002159412517330453783640921695072632014668749094535127780370840355","97238634176602419460499491410713703290897984249787741521679617689473934125740"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xa71d76d448e7507c187f3b245558a6cbca45cbbd
Get voter (Registered keys, reconstructed keys, commitment): {"0":["72316229669452970795959670870964899503233129390421383638187911734652937850833","589058874868919068216053501355926725887214903288183215856646310227494234115"],"1":["52482257556980444320854614388282340025033313960605113216262102765546244217218","53803437872966192488867766710308756100372082664366271092176560477987458883977"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["72316229669452970795959670870964899503233129390421383638187911734652937850833","589058874868919068216053501355926725887214903288183215856646310227494234115"],"_reconstructedkey":["52482257556980444320854614388282340025033313960605113216262102765546244217218","53803437872966192488867766710308756100372082664366271092176560477987458883977"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x3d5f1b61fa6225df4397ae3130de9bf319086f44
Get voter (Registered keys, reconstructed keys, commitment): {"0":["60578006617051144561914444800659247328654511034647690626451982646627340929026","72125227619371526195355751777843501999194660167362558565831717995286510182956"],"1":["98208539718259569180489763135389770922759939945336310301134910060501006383107","55751383341492562881108538712074551752816569820639534389693917451445938441091"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["60578006617051144561914444800659247328654511034647690626451982646627340929026","72125227619371526195355751777843501999194660167362558565831717995286510182956"],"_reconstructedkey":["98208539718259569180489763135389770922759939945336310301134910060501006383107","55751383341492562881108538712074551752816569820639534389693917451445938441091"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x692f40ca6fa56fa0ce51522a6c8c818d8ad76813
Get voter (Registered keys, reconstructed keys, commitment): {"0":["103698274455019027467262339336772917221660423194109301315249692819504854916476","56636026241599551243555682490235623455028922947082093320135449174767164095556"],"1":["71394905798359398556164108463477830174684657983375674927311772256420034652050","95518721373671506124904552384739410100625737326309988973869685582363201067273"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["103698274455019027467262339336772917221660423194109301315249692819504854916476","56636026241599551243555682490235623455028922947082093320135449174767164095556"],"_reconstructedkey":["71394905798359398556164108463477830174684657983375674927311772256420034652050","95518721373671506124904552384739410100625737326309988973869685582363201067273"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xc00ecdd6078e4a22e8a36a9af8a63a5057881bc2
Get voter (Registered keys, reconstructed keys, commitment): {"0":["7614667197747052199859803207388261181461125661904220147486105994300301524915","37978884726191265625331915141523604843977477577648773983939188763268004933593"],"1":["5494100742962634029168536926188082097129360759613062248965561724193965800549","108289000643915117486038990048799031570944463004105671807507545087245075720915"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["7614667197747052199859803207388261181461125661904220147486105994300301524915","37978884726191265625331915141523604843977477577648773983939188763268004933593"],"_reconstructedkey":["5494100742962634029168536926188082097129360759613062248965561724193965800549","108289000643915117486038990048799031570944463004105671807507545087245075720915"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0xbfd2d3d8c6631d9029155601373a753cca3e9b62
Get voter (Registered keys, reconstructed keys, commitment): {"0":["6155462052424443972649714115454996825823230317226344842701443077790598804595","86901516079570475254157237696139467960286361828610574905027534806135931663607"],"1":["99320864422240143255032319678452942155617051648293357512142994042217757112289","14418782824015448591782234295975331575377548869122829336383752580755715653400"],"2":"0x0000000000000000000000000000000000000000000000000000000000000000","_registeredkey":["6155462052424443972649714115454996825823230317226344842701443077790598804595","86901516079570475254157237696139467960286361828610574905027534806135931663607"],"_reconstructedkey":["99320864422240143255032319678452942155617051648293357512142994042217757112289","14418782824015448591782234295975331575377548869122829336383752580755715653400"],"_commitment":"0x0000000000000000000000000000000000000000000000000000000000000000"}
ZKP verified: true

Commitment for voter: 0x40352a67b2347e2bfd195f6cb8495596fac4103e
